"Date","Record Number","Record Type","Project Name","Address","Status","Short Notes",
"05/20/2020","K202003349","Residential Pool",,"14807 PLUMERIA CT, BAKERSFIELD CA","Finaled",,
"05/20/2020","K202003341","Residential Pool",,"9024 RANCHO VIEJO DR, BAKERSFIELD CA","Finaled",,
"05/20/2020","K202003313","Residential Pool",,"15112 MAHOGANY CT, BAKERSFIELD CA","Finaled",,
"05/19/2020","K202003279","Residential Pool",,"13601 CASCADE CT, BAKERSFIELD CA","Finaled",,
"05/18/2020","K202003228","Residential Pool",,"8315 BOREL ST, BAKERSFIELD CA","Finaled",,
"05/17/2020","K202003226","Residential Pool",,"10504 DORSEY CT, BAKERSFIELD CA","Canceled",,
"05/15/2020","K202003213","Residential Pool",,"4214 MUSTARD CT, BAKERSFIELD CA","Finaled",,
"05/15/2020","K202003212","Residential Pool",,"6709 NOAH AV, BAKERSFIELD CA","Finaled",,
"05/14/2020","K202003183","Residential Pool",,"5725 ROUND MOUNTAIN RD, BAKERSFIELD CA","Finaled",,
"05/12/2020","K202003121","Residential Pool",,"2451 TRAVERTINE ST, ROSAMOND CA","Finaled",,
"05/11/2020","K202003179","Residential Pool",,"13403 BLODGET AV, BAKERSFIELD CA","Finaled",,
"05/11/2020","K202003099","Residential Pool",,"11707 JUDY AV, BAKERSFIELD CA","Finaled",,
"05/07/2020","K202003010","Residential Pool",,"9119 CORTONA CT, BAKERSFIELD CA","Finaled",,
"05/07/2020","K202003002","Residential Pool",,"14716 DOBBS AV, BAKERSFIELD CA","Finaled",,
"05/06/2020","K202002946","Residential Pool",,"10612 EAGLE RANCH DR, BAKERSFIELD CA","Finaled",,
"04/29/2020","K202002818","Residential Pool",,"11400 PALM AV, BAKERSFIELD CA","Finaled",,
"04/29/2020","K202002796","Residential Pool",,"14516 PLUMERIA CT, BAKERSFIELD CA","Finaled",,
"04/28/2020","K202002783","Residential Pool",,"25898 LAKESIDE RD, SAND CANYON CA","Issued",,
"04/28/2020","K202002780","Residential Pool",,"3230 AVIARY WY, BAKERSFIELD CA","Finaled",,
"04/27/2020","K202002739","Residential Pool",,"1517 SUNLAND ST, RIDGECREST CA","Issued",,
"04/27/2020","K202002730","Residential Pool",,"14903 SOUTHERNWOOD AV, BAKERSFIELD CA","Finaled",,
"04/24/2020","K202002710","Residential Pool",,"14748 PAMS WY, BAKERSFIELD CA","Finaled",,
"04/22/2020","20TMP-003479","Residential Pool",,"12200 Brockridge CT, United States",,,
"04/22/2020","K202002678","Residential Pool",,"12200 BROCKRIDGE LN, BAKERSFIELD CA","Finaled",,
"04/22/2020","K202002660","Residential Pool",,"1907 WILLOW BROOK ST, BAKERSFIELD CA","Finaled",,
"04/21/2020","K202002608","Residential Pool",,"15327 CALABRIA CT, BAKERSFIELD CA","Finaled",,
"04/20/2020","20TMP-003400","Residential Pool",,"United States",,,
"04/14/2020","K202002493","Residential Pool",,"7500 OLIVE DR, BAKERSFIELD CA","Finaled",,
"04/14/2020","K202002487","Residential Pool",,"24000 YUCCA CT, TEHACHAPI CA","Finaled",,
"04/14/2020","K202002481","Residential Pool",,"14503 WAYNE LEE CT, BAKERSFIELD CA","Finaled",,
"04/11/2020","20TMP-003100","Residential Pool",,"200 LOUELLA DR, BAKERSFIELD CA",,,
"04/10/2020","K202002438","Residential Pool",,"12611 CLIFF AV, BAKERSFIELD CA","Finaled",,
"04/07/2020","20TMP-002929","Residential Pool",,"4612 MARLOW CT, BAKERSFIELD CA",,,
"04/07/2020","K202002354","Residential Pool",,"14628 GREATEST PL, BAKERSFIELD CA","Finaled",,
"04/03/2020","K202002304","Residential Pool",,"922 MOON RANCH ST, BAKERSFIELD CA","Finaled",,
"04/02/2020","K202002274","Residential Pool","AMERICAN POOL AND SPA","15727 QUINTERO PL, BAKERSFIELD CA","Finaled",,
"03/31/2020","K202002227","Residential Pool",,"4200 MUSTARD CT, BAKERSFIELD CA","Finaled",,
"03/30/2020","K202002196","Residential Pool","CASCADE POOLS","15102 FIR CT, BAKERSFIELD CA","Finaled",,
"03/30/2020","K202002194","Residential Pool","CHASE WHITNEY POOLS","15331 OPUS ONE DR, BAKERSFIELD CA","Finaled",,
"03/30/2020","K202002175","Residential Pool",,"3140 BATCH LN, BAKERSFIELD CA","Finaled",,
"03/27/2020","K202002154","Residential Pool","ALOHA POOLS","8812 CRIPPLE CREEK AV, BAKERSFIELD CA","Finaled",,
"03/26/2020","20TMP-002488","Residential Pool",,"24000 YUCCA CT, TEHACHAPI CA",,,
"03/13/2020","K202001837","Residential Pool",,"12430 MEACHAM RD, BAKERSFIELD CA","Finaled",,
"03/12/2020","K202001788","Residential Pool",,"6409 CARTER AV, BAKERSFIELD CA","Finaled",,
"03/10/2020","K202001728","Residential Pool","THE BULK YARD","15700 MARTY AV, BAKERSFIELD CA","Finaled",,
"03/09/2020","K202001688","Residential Pool",,"8704 CRIPPLE CREEK AV, BAKERSFIELD CA","Finaled",,
"03/06/2020","K202001654","Residential Pool",,"13080 THOROUGHBRED ST, BAKERSFIELD CA","Finaled",,
"02/26/2020","K202001405","Residential Pool",,"3843 SKYLARK LILAC ST, BAKERSFIELD CA 93314","Finaled",,
"02/26/2020","K202001377","Residential Pool",,"10652 TITANIUM AV, BAKERSFIELD CA","Finaled",,
"02/24/2020","K202001299","Residential Pool",,"4223 FLINTRIDGE DR, BAKERSFIELD CA","Finaled",,
"02/21/2020","K202001259","Residential Pool",,"29477 CASSIE CT, KEENE CA","Finaled",,
"02/20/2020","K202001215","Residential Pool",,"15827 SAINT CLEMENT WY, BAKERSFIELD CA","Finaled",,
"02/18/2020","K202001156","Residential Pool",,"259 DEEP CREEK DR, BAKERSFIELD CA","Finaled",,
"02/13/2020","K202001064","Residential Pool",,"3201 Aviary WY, BAKERSFIELD CA 93312","Finaled",,
"02/12/2020","K202001021","Residential Pool",,"4331 MACADAMIA ST, KERN COUNTY CA","Finaled",,
"02/12/2020","K202001020","Residential Pool",,"7107 ELOY AV, BAKERSFIELD CA","Finaled",,
"02/12/2020","K202000998","Residential Pool",,"14416 WILDHEATHER AV, BAKERSFIELD CA","Finaled",,
"02/12/2020","K202000995","Residential Pool",,"14409 WILDHEATHER AV, BAKERSFIELD CA","Finaled",,
"02/06/2020","K202000860","Residential Pool","CRYSTAL POOLS","3844 CAMELOT BL, MOJAVE CA","Finaled",,
"02/05/2020","K202000832","Residential Pool",,"15534 CALABRIA CT, BAKERSFIELD CA","Finaled",,
"02/04/2020","K202000786","Residential Pool",,"22481 HILLSIDE CT, TEHACHAPI CA","Issued",,
"02/04/2020","K202000782","Residential Pool",,"242 STORMY LN, BAKERSFIELD CA","Finaled",,
"02/03/2020","K202000771","Residential Pool",,"14767 STARTHISTLE CT, KERN COUNTY CA","Finaled",,
"02/03/2020","K202000743","Residential Pool",,"8706 HICKORY HILLS AV, BAKERSFIELD CA","Finaled",,
"01/30/2020","K202000697","Residential Pool",,"15428 DOMAINE CHANDON AV, BAKERSFIELD CA","Finaled",,
"01/30/2020","K202000695","Residential Pool",,"831 FAIRWAY DR, BAKERSFIELD CA","Finaled",,
"01/28/2020","K202000628","Residential Pool",,"15628 DOMAINE CHANDON AV, BAKERSFIELD CA","Finaled",,
"01/27/2020","K202000606","Residential Pool",,"16620 BELLEWOOD PL, BAKERSFIELD CA","Finaled",,
"01/24/2020","K202000552","Residential Pool",,"2350 BAVARIAN AV, ROSAMOND CA","Finaled",,
"01/23/2020","K202000523","Residential Pool",,"9213 VAL DI CHIANA DR, BAKERSFIELD CA","Finaled",,
"01/22/2020","K202000463","Residential Pool",,"15710 AMORE PL, BAKERSFIELD CA","Finaled",,
"01/21/2020","K202000428","Residential Pool","GREECIAN POOLS","4606 SKYE DR, BAKERSFIELD CA","Finaled",,
"12/23/2019","K201910007","Residential Pool","NUPOOLS","7209 ST ANDREWS DR, BAKERSFIELD CA","Finaled",,
"12/19/2019","K201909833","Residential Pool",,"1025 BARRINGTON AV, ROSAMOND CA","Finaled",,
"12/16/2019","K201909673","Residential Pool","ROCK BOTTOM POOLS","8807 BAY LAUREL AV, BAKERSFIELD CA","Finaled",,
"12/13/2019","K201909638","Residential Pool",,"14501 GLOVER CT, BAKERSFIELD CA","Finaled",,
"11/22/2019","K201908989","Residential Pool","KERN POOLS","12317 WINN AV, BAKERSFIELD CA","Finaled",,
"11/21/2019","K201908946","Residential Pool",,"812 DOLPHIN AV, RIDGECREST CA","Issued",,
"11/14/2019","K201908731","Residential Pool","SPARKS POOLS","14618 PLUMERIA CT, BAKERSFIELD CA","Finaled",,
"11/14/2019","K201908728","Residential Pool",,"15059 MOORESVILLE PL, BAKERSFIELD CA","Finaled",,
"11/12/2019","K201908620","Residential Pool",,"4227 SPRING TREE LN, BAKERSFIELD CA","Finaled",,
"11/08/2019","K201908579","Residential Pool","DYNASTY POOLS","15946 CUSANO PL, BAKERSFIELD CA","Finaled",,
"11/08/2019","K201908561","Residential Pool",,"7637 SUPERIOR RD, BAKERSFIELD CA","Finaled",,
"11/06/2019","K201908503","Residential Pool",,"14209 EDENDERRY AV, BAKERSFIELD CA","Finaled",,
"11/05/2019","K201908439","Residential Pool",,"7500 TERRY JOHN AV, BAKERSFIELD CA","Finaled",,
"11/04/2019","K201908388","Residential Pool","CASCADE POOLS","14120 GRANGEMORE WY, BAKERSFIELD CA","Finaled",,
"10/31/2019","K201908318","Residential Pool",,"15139 MISTLETOE AV, BAKERSFIELD CA","Finaled",,
"10/30/2019","K201908282","Residential Pool",,"16353 BRIMHALL RD, BAKERSFIELD CA","Finaled",,
"10/25/2019","K201908128","Residential Pool",,"14822 CITRUS TREE CT, BAKERSFIELD CA","Finaled",,
"10/25/2019","K201908121","Residential Pool",,"1825 GUAM ST, RIDGECREST CA","Issued",,
"10/18/2019","K201907930","Residential Pool",,"8719 FOREST OAKS AV, BAKERSFIELD CA","Finaled",,
"10/17/2019","K201907890","Residential Pool",,"13600 MAUSBACH AV, BAKERSFIELD CA","Finaled",,
"10/16/2019","K201907850","Residential Pool",,"6509 MT SHASTA DR, BAKERSFIELD CA","Issued",,
"10/14/2019","K201907806","Residential Pool",,"3423 WICKLOW CT, BAKERSFIELD CA","Finaled",,
"10/09/2019","K201907702","Residential Pool",,"13907 JOHNSON RD, BAKERSFIELD CA","Issued",,
"10/02/2019","K201907502","Residential Pool",,"9713 SHELLABARGER RD, BAKERSFIELD CA","Issued",,
"10/02/2019","K201907495","Residential Pool",,"4033 CITATION WY, ROSAMOND CA","Finaled",,
"09/25/2019","K201907272","Residential Pool",,"14919 MISTLETOE AV, BAKERSFIELD CA","Finaled",,
"09/24/2019","K201907226","Residential Pool",,"16704 MILLWOOD WY, BAKERSFIELD CA","Finaled",,
"09/17/2019","K201907000","Residential Pool","ROCK BOTTOM POOLS","28070 PREAKNESS DR, TEHACHAPI CA","Finaled",,
"08/23/2019","K201906341","Residential Pool",,"9642 YAMAS CT, BAKERSFIELD CA","Finaled",,
"08/23/2019","K201906312","Residential Pool","HARPER POOLS","14612 HENDERSON AV, BAKERSFIELD CA","Finaled",,
"08/21/2019","K201906252","Residential Pool",,"16703 BELLEWOOD PL, BAKERSFIELD CA","Finaled",,
"08/15/2019","K201906115","Residential Pool",,"14510 HENDERSON AV, BAKERSFIELD CA","Finaled",,
"08/07/2019","K201905860","Residential Pool",,"7122 HEATHERWOOD DR, BAKERSFIELD CA","Finaled",,
"08/07/2019","K201905859","Residential Pool",,"14961 MOORESVILLE PL, BAKERSFIELD CA","Finaled",,
"08/07/2019","K201905856","Residential Pool",,"13055 ROBERTSON ST, BAKERSFIELD CA","Issued",,
"08/07/2019","K201905843","Residential Pool",,"14524 BLUE STREAM AV, BAKERSFIELD CA","Finaled",,
"08/02/2019","K201905724","Residential Pool",,"3543 FLORAL MEADOW DR, KERN COUNTY CA","Finaled",,
"08/01/2019","K201905664","Residential Pool",,"17307 LANDERON CT, BAKERSFIELD CA","Finaled",,
"07/31/2019","K201905601","Residential Pool",,"14909 DAVID CT, BAKERSFIELD CA","Finaled",,
"07/30/2019","K201905578","Residential Pool",,"16227 RICHARDSON RD, ARVIN CA","Finaled",,
"07/29/2019","K201905515","Residential Pool",,"15112 JUNEBERRY CT, BAKERSFIELD CA","Finaled",,
"07/29/2019","K201905514","Residential Pool",,"20020 SASIA RD, TEHACHAPI CA","Finaled",,
"07/25/2019","K201905403","Residential Pool",,"16713 MILLWOOD WY, BAKERSFIELD CA","Finaled",,
"07/24/2019","K201905373","Residential Pool",,"2427 MARVA MARIE CT, BAKERSFIELD CA","Finaled",,
"07/24/2019","K201905369","Residential Pool",,"8701 FOREST OAKS AV, BAKERSFIELD CA","Finaled",,
"07/24/2019","K201905352","Residential Pool",,"12660 AIRPORT RD, TAFT CA","Finaled",,
"07/23/2019","K201905316","Residential Pool",,"3103 AVIARY WY, BAKERSFIELD CA","Finaled",,
"07/23/2019","K201905315","Residential Pool",,"13700 ROUND MOUNTAIN RD, BAKERSFIELD CA","Issued",,
"07/22/2019","K201905265","Residential Pool",,"15644 SCREAMING EAGLE AV, BAKERSFIELD CA","Finaled",,
"07/18/2019","K201905212","Residential Pool",,"15010 MISTLETOE AV, BAKERSFIELD CA","Finaled",,
"07/18/2019","K201905210","Residential Pool",,"3161 BATCH LN, BAKERSFIELD CA","Finaled",,
"07/16/2019","K201905131","Residential Pool",,"1937 LAKE TAHOE CT, BAKERSFIELD CA","Finaled",,
"07/11/2019","K201904967","Residential Pool",,"7304 RAMS ST, BAKERSFIELD CA","Finaled",,
"07/10/2019","K201904938","Residential Pool",,"1815 PYXIS ST, BAKERSFIELD CA","Finaled",,
"07/09/2019","K201904916","Residential Pool",,"715 FAIRWAY DR, BAKERSFIELD CA","Finaled",,
"07/09/2019","K201904890","Residential Pool",,"2901 LINDEN AV, BAKERSFIELD CA","Issued",,
"07/08/2019","K201904862","Residential Pool",,"10721 RIO MESA DR, BAKERSFIELD CA","Finaled",,
"07/03/2019","K201904810","Residential Pool",,"414 MT LOWE DR, BAKERSFIELD CA","Finaled",,
"07/01/2019","K201904722","Residential Pool",,"15001 MISTLETOE AV, BAKERSFIELD CA","Finaled",,
"06/26/2019","K201904607","Residential Pool",,"14127 PRESTONBROOK DR, BAKERSFIELD CA","Finaled",,
"06/25/2019","K201904539","Residential Pool",,"8821 FOREST OAKS AV, BAKERSFIELD CA","Finaled",,
"06/24/2019","K201904498","Residential Pool",,"6853 ROLLIN BROWN CT, BAKERSFIELD CA","Finaled",,
"06/21/2019","K201904436","Residential Pool",,"10628 BRIMHALL RD, BAKERSFIELD CA","Finaled",,
"06/20/2019","K201904422","Residential Pool",,"15658 GEORGES LETOUR AV, BAKERSFIELD CA","Finaled",,
"06/20/2019","K201904420","Residential Pool",,"15715 LEGACY CT, BAKERSFIELD CA","Finaled",,
"06/20/2019","K201904415","Residential Pool",,"14906 TRIBUTE WY, BAKERSFIELD CA","Finaled",,
"06/19/2019","K201904404","Residential Pool",,"17611 JUMPER AV, SHAFTER CA","Finaled",,
"06/19/2019","K201904372","Residential Pool",,"14927 MISTLETOE LN, BAKERSFIELD CA","Finaled",,
"06/18/2019","K201904353","Residential Pool",,"14432 CEDAR CREEK AV, BAKERSFIELD CA","Finaled",,
"06/17/2019","K201904332","Residential Pool",,"6509 MT SHASTA DR, BAKERSFIELD CA","Canceled",,
"06/13/2019","K201904219","Residential Pool",,"4226 ALOE CT, BAKERSFIELD CA","Finaled",,
"06/07/2019","K201904054","Residential Pool",,"12347 WINN AV, BAKERSFIELD CA","Finaled",,
"06/06/2019","K201904004","Residential Pool",,"3126 CARNATION ST, ROSAMOND CA","Finaled",,
"06/04/2019","K201903911","Residential Pool",,"5901 E BRUNDAGE LN, BAKERSFIELD CA","Finaled",,
"06/03/2019","K201903855","Residential Pool",,"28949 FRESNO AV, SHAFTER CA","Finaled",,
"06/03/2019","K201903839","Residential Pool",,"15936 SCREAMING EAGLE AV, BAKERSFIELD CA","Finaled",,
"05/31/2019","K201903823","Residential Pool",,"16714 NORTHFIELD WY, BAKERSFIELD CA","Finaled",,
"05/30/2019","K201903783","Residential Pool",,"700 LOCH LOMOND DR, BAKERSFIELD CA","Finaled",,
"05/29/2019","K201903747","Residential Pool",,"4140 MEADOW LAKE DR, BAKERSFIELD CA","Finaled",,
"05/29/2019","K201903745","Residential Pool",,"1908 RIDGEWOOD DR, BAKERSFIELD CA","Finaled",,
"05/24/2019","K201903640","Residential Pool",,"4122 MEADOW LAKE DR, KERN COUNTY CA","Finaled",,
"05/24/2019","K201903636","Residential Pool",,"2600 MAHER WY, BAKERSFIELD CA","Finaled",,
"05/20/2019","K201903507","Residential Pool",,"14733 BLUE STREAM AV, BAKERSFIELD CA","Finaled",,
"05/20/2019","K201903504","Residential Pool",,"15556 CALABRIA CT, KERN COUNTY CA","Finaled",,
"05/20/2019","K201903503","Residential Pool",,"9135 LESLIE DEANN CT, BAKERSFIELD CA","Finaled",,
"05/17/2019","K201903467","Residential Pool",,"14554 MARJORAM DR, BAKERSFIELD CA","Finaled",,
"05/17/2019","K201903466","Residential Pool",,"14610 PLUMERIA CT, BAKERSFIELD CA","Finaled",,
"05/15/2019","K201903387","Residential Pool",,"6910 COBB RD, BAKERSFIELD CA","Issued",,
"05/14/2019","K201903349","Residential Pool",,"3549 SILVER SPUR CT, ROSAMOND CA","Issued",,
"05/09/2019","K201903222","Residential Pool",,"14726 BLUE STREAM AV, BAKERSFIELD CA","Finaled",,
"05/07/2019","K201903161","Residential Pool",,"10759 CREEKSIDE DR, BAKERSFIELD CA","Finaled",,
"05/03/2019","K201903095","Residential Pool",,"14819 WAYNE LEE CT, BAKERSFIELD CA","Finaled",,
"05/02/2019","K201903051","Residential Pool",,"15629 CHATEAU MONTELENA DR, BAKERSFIELD CA","Finaled",,
"05/01/2019","K201903022","Residential Pool",,"6109 EUCLID AV, BAKERSFIELD CA","Finaled",,
"05/01/2019","K201903021","Residential Pool",,"6504 PATTON WY, BAKERSFIELD CA","Finaled",,
"05/01/2019","K201903020","Residential Pool",,"5417 PATTON WY, BAKERSFIELD CA","Finaled",,
"04/29/2019","K201902926","Residential Pool",,"1403 KUHIO ST, BAKERSFIELD CA","Finaled",,
"04/26/2019","K201902884","Residential Pool",,"17328 FALLING CREEK AV, BAKERSFIELD CA","Finaled",,
"04/23/2019","K201902787","Residential Pool",,"16601 BELLEWOOD PL, BAKERSFIELD CA","Finaled",,
"04/22/2019","K201902754","Residential Pool",,"8801 CLYDESDALE ST, BAKERSFIELD CA","Issued",,
"04/19/2019","K201902705","Residential Pool",,"10818 DEEDEE AV, BAKERSFIELD CA","Finaled",,
"04/18/2019","K201902678","Residential Pool",,"34776 BURBANK ST, BAKERSFIELD CA","Issued",,
"04/15/2019","K201902570","Residential Pool",,"2327 ALPACA AV, ROSAMOND CA","Finaled",,
"04/15/2019","K201902565","Residential Pool",,"14701 BLUE STREAM AV, BAKERSFIELD CA","Finaled",,
"04/05/2019","K201902312","Residential Pool",,"14105 WELLINGTON CT, BAKERSFIELD CA","Finaled",,
"04/05/2019","K201902309","Residential Pool",,"7209 ST ANDREWS DR, BAKERSFIELD CA","Issued",,
"04/04/2019","K201902287","Residential Pool",,"2101 JENKINS RD, BAKERSFIELD CA","Finaled",,
"04/04/2019","K201902278","Residential Pool",,"14612 MARJORAM DR, BAKERSFIELD CA","Finaled",,
"04/04/2019","K201902277","Residential Pool",,"14620 MARJORAM DR, BAKERSFIELD CA","Finaled",,
"04/01/2019","K201902169","Residential Pool",,"15155 Mistletoe, BAKERSFIELD CA","Finaled",,
"04/01/2019","K201902167","Residential Pool",,"14324 PRESTONBROOK DR, BAKERSFIELD CA","Finaled",,
"04/01/2019","K201902163","Residential Pool",,"3421 SHAUNA MARIE ST, BAKERSFIELD CA","Finaled",,
"03/28/2019","K201902063","Residential Pool",,"3010 CENTER ST, BAKERSFIELD CA","Finaled",,
"03/27/2019","K201902046","Residential Pool",,"250 FERN MEADOW DR, BAKERSFIELD CA","Finaled",,
"03/25/2019","K201901965","Residential Pool",,"5101 COLONIAL DR, BAKERSFIELD CA","Finaled",,
"03/25/2019","K201901957","Residential Pool",,"14104 LA CASCADA CT, KERN COUNTY CA","Finaled",,
"03/21/2019","K201901884","Residential Pool",,"4408 JUDD ST, BAKERSFIELD CA","Finaled",,
"03/21/2019","K201901860","Residential Pool",,"1653 E LAURA AV, RIDGECREST CA","Finaled",,
"03/18/2019","K201901765","Residential Pool",,"3608 GOLD CREST LN, ROSAMOND CA","Issued",,
"03/15/2019","K201901733","Residential Pool",,"23801 WILLOW CANYON RD, TEHACHAPI CA","Finaled",,
"03/14/2019","K201901704","Residential Pool",,"15111 FIR CT, BAKERSFIELD CA","Finaled",,
"03/14/2019","K201901702","Residential Pool",,"15452 ARABELLA AV, BAKERSFIELD CA","Finaled",,
"03/12/2019","K201901633","Residential Pool",,"14706 WAYNE LEE CT, BAKERSFIELD CA","Finaled",,
"03/07/2019","K201901540","Residential Pool",,"15650 JOSEPH PHELPS AV, BAKERSFIELD CA","Finaled",,
"03/05/2019","K201901482","Residential Pool",,"13700 S H ST, BAKERSFIELD CA","Finaled",,
"02/26/2019","K201901293","Residential Pool",,"10504 CAVE AV, BAKERSFIELD CA","Issued",,
"02/25/2019","K201901262","Residential Pool",,"8706 BAY LAUREL AV, BAKERSFIELD CA","Finaled",,
"02/25/2019","K201901255","Residential Pool",,"14329 ASHE RD, BAKERSFIELD CA","Finaled",,
"02/21/2019","K201901217","Residential Pool",,"15316 QUINTERO PL, BAKERSFIELD CA","Finaled",,
"02/19/2019","K201901148","Residential Pool",,"15825 LA STRADA CT, BAKERSFIELD CA","Finaled",,
"02/15/2019","K201901099","Residential Pool",,"2717 DEERBROOK ST, BAKERSFIELD CA","Finaled",,
"02/14/2019","K201901069","Residential Pool",,"16026 OPUS ONE DR, BAKERSFIELD CA","Finaled",,
"02/11/2019","K201900982","Residential Pool",,"5502 JUDD ST, BAKERSFIELD CA","Finaled",,
"02/11/2019","K201900970","Residential Pool",,"3121 BATCH LN, BAKERSFIELD CA","Finaled",,
"02/06/2019","K201900884","Residential Pool",,"531 FAMOSO HILLS DR, BAKERSFIELD CA","Canceled",,
"02/05/2019","K201900875","Residential Pool",,"8820 BAY LAUREL AV, BAKERSFIELD CA","Finaled",,
"02/05/2019","K201900835","Residential Pool",,"7312 OLIVE DR, BAKERSFIELD CA","Finaled",,
"01/29/2019","K201900699","Residential Pool",,"14720 PLUMERIA CT, BAKERSFIELD CA","Finaled",,
"01/25/2019","K201900651","Residential Pool",,"12314 JASMINE AV, BAKERSFIELD CA","Finaled",,
"01/17/2019","K201900461","Residential Pool",,"4029 STONEWICK DR, BAKERSFIELD CA","Finaled",,
"01/17/2019","K201900459","Residential Pool",,"17255 ANELURA CT, BAKERSFIELD CA","Issued",,
"01/17/2019","K201900441","Residential Pool",,"3929 COURTNEY ST, BAKERSFIELD CA","Finaled",,
"01/17/2019","K201900431","Residential Pool",,"14820 BLUE STREAM AV, BAKERSFIELD CA","Finaled",,
"01/16/2019","K201900403","Residential Pool",,"7202 BLUETAIL LN, BAKERSFIELD CA","Issued",,
"01/16/2019","K201900401","Residential Pool",,"14502 EVADELL CT, BAKERSFIELD CA","Finaled",,
"01/15/2019","K201900394","Residential Pool",,"16702 BELLEWOOD PL, BAKERSFIELD CA","Finaled",,
"01/11/2019","K201900326","Residential Pool",,"2609 SCOVERN ST, LAKE ISABELLA CA","Finaled",,
